Log Name,File Name,feat_Nodes,feat_Active,feat_LPit/n,feat_IntInf,feat_GlbFix,feat_GlbRed,feat_#Cuts,feat_#MCP,feat_#Sepa,feat_#Conf,feat_Gap,feat_Time,feat_obj_density,feat_pre_row,feat_pre_columns,feat_preinteger,feat_obj_dynamic,feat_RHS_dynamic,feat_Coe_dynamic,feat_DualInitialGap,feat_PrimalDualGap,feat_PrimalInitialGap,feat_GapClosed,feat_Rows,feat_Columns,feat_Nonzeros,feat_per_i,feat_per_b,feat_has_varlb,feat_has_varub,feat_Equality,feat_GreaterThan,feat_LessThan,feat_PAR,feat_PAC,feat_COV,feat_CAR,feat_EQK,feat_BIN,feat_KNA,feat_IKN,feat_M01,feat_MI,feat_CON,feat_Symmetries
test1542218.run0000.load_balancing_0.log,load_balancing_0,0.0,1.0,0.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,5.22,0.22,8.884887201837403,8.311889558230359,0.21979371316306484,0.0,inf,2.2926347621408776,0.0,0.4830125148986889,0.4830125148986889,-inf,11.07176581943734,11.018629143155447,9.314668014247456e-05,0.0,0.0163934426229508,1.0,1.0,0.0,0.0155450885292791,0.9844549114707208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9327053117567504,0.0,0.0672946882432495,0
test1542218.run1111.load_balancing_1.log,load_balancing_1,0.0,1.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,1.0,0.544,4.28,0.216,8.896724917497897,8.321907968230423,0.2161439338682227,0.0,inf,2.2926347621408776,0.0,0.5439601176470589,0.5439601176470589,-inf,11.072278675825483,11.018629143155447,9.37789888239726e-05,0.0,0.0163934426229508,1.0,1.0,0.0,0.0155371181753208,0.9844628818246792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9322270905192503,0.0,0.0677729094807495,0
test1542218.run0111.load_balancing_10.log,load_balancing_10,0.0,1.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,4.24,0.223,8.871505346165781,8.299783171949787,0.22296793437733034,0.0,inf,2.2926347621408776,0.0,0.5162395617070358,0.5162395617070358,-inf,11.07106604566896,11.018629143155447,9.156550185600578e-05,0.0,0.0163934426229508,1.0,1.0,0.0,0.0155559703814323,0.9844440296185676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333582228859436,0.0,0.0666417771140563,0
test1542218.run0011.load_balancing_100.log,load_balancing_100,0.0,1.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5329999999999999,4.74,0.212,8.85922139360813,8.282735880201754,0.21213653603034133,0.0,inf,2.2926347621408776,0.0,0.5326992546583851,0.5326992546583851,-inf,11.07091047386448,11.018629143155447,9.133387439124608e-05,0.0,0.0163934426229508,1.0,1.0,0.0,0.0155583906400721,0.984441609359928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9335034384043316,0.0,0.0664965615956685,0
test1542218.run0001.load_balancing_1000.log,load_balancing_1000,0.0,1.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5710000000000001,3.85,0.2239999999999999,8.856803356728378,8.286269452783065,0.2239858906525573,0.0,inf,2.3025850929940455,0.0,0.5708036991368681,0.5708036991368681,-inf,11.07003882421243,11.018629143155447,8.979761049580604e-05,0.0,0.0163934426229508,1.0,1.0,0.0,0.0155719580180011,0.9844280419819988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934317481080071,0.0,0.0656825189199289,0
test1542218.run0002.load_balancing_1001.log,load_balancing_1001,0.0,1.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,1.0,0.557,4.32,0.2189999999999999,8.907747686788648,8.33423142973486,0.21902017291066284,0.0,inf,2.3025850929940455,0.0,0.557334828807556,0.557334828807556,-inf,11.072946548830188,11.018629143155447,9.480426756399372e-05,0.0,0.0163934426229508,1.0,1.0,0.0,0.0155267448179489,0.9844732551820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931604689076935,0.0,0.0683953109230649,0
test1542218.run0003.load_balancing_1002.log,load_balancing_1002,0.0,1.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,3.0,0.517,4.79,0.22,8.871365005136852,8.298290634359281,0.21981578292257903,0.0,inf,2.3025850929940455,0.0,0.5174867647058824,0.5174867647058824,-inf,11.07106604566896,11.018629143155447,9.16078344967159e-05,0.0,0.0163934426229508,1.0,1.0,0.0,0.0155559703814323,0.9844440296185676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333582228859436,0.0,0.0666417771140563,0
test1542218.run0004.load_balancing_1003.log,load_balancing_1003,0.0,1.0,0.0,582.0,0.0,0.0,0.0,0.0,0.0,3.0,0.602,3.87,0.215,8.89521858376562,8.31801027754687,0.21479131071515742,0.0,inf,2.3025850929940455,0.0,0.6022172761664565,0.6022172761664565,-inf,11.072045591890904,11.018629143155447,9.353538333528228e-05,0.0,0.0163934426229508,1.0,1.0,0.0,0.0155407400500411,0.9844592599499588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932444403002471,0.0,0.067555596997529,0
test1542218.run0005.load_balancing_1004.log,load_balancing_1004,0.0,1.0,0.0,594.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5589999999999999,4.04,0.225,8.856518497019856,8.28576542051433,0.22460297453995462,0.0,inf,2.2926347621408776,0.0,0.5589852731591449,0.5589852731591449,-inf,11.070412481386326,11.018629143155447,9.080418764905856e-05,0.0,0.0163934426229508,1.0,1.0,0.0,0.0155661405311167,0.9844338594688832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9339684318670028,0.0,0.0660315681329971,0
test1542218.run0006.load_balancing_1005.log,load_balancing_1005,0.0,1.0,0.0,572.0,0.0,0.0,0.0,0.0,0.0,1.0,0.456,4.6,0.223,8.851520271691061,8.279697133877628,0.22318031955363937,0.0,inf,2.3025850929940455,0.0,0.4562413043478261,0.4562413043478261,-inf,11.070178962014833,11.018629143155447,9.008876558987628e-05,0.0,0.0163934426229508,1.0,1.0,0.0,0.015569775950924,0.984430224049076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934186557055444,0.0,0.065813442944556,0
